DAY,DATE,UTC,CALLSIGN,PR,MESSAGE,Q,LN,SPECIFICATION,E6,NOTES,SOURCE,SET
SAT,2023.07.01,18:00,NEW DEAL,T5,T5F3G2AC2UWG2JM36MZOIELO72OEQM,>,30,FOR ANITA 1,? (FOR),,,SET-3
SAT,2023.07.01,18:30,NEW DEAL,YL,YLMOGC6MB4OLCI3H4JW35XQT2EOL4A,,30,,,,,SET-3
SAT,2023.07.01,19:36,NEW DEAL,YL,YLQB6GQYX67XIFSUS7ERWEXTFG3NTP,,30,,,,,SET-3
SAT,2023.07.01,20:27,NEW DEAL,YL,YLSJVUAPPGCQQBTHT66ANXLLYERP3Q,,30,,,,,SET-3
SAT,2023.07.01,20:30,NEW DEAL,YL,YLSJVUAPPGCQQBTHT66ANXLLYERP3Q,,30,,,,,SET-3
SAT,2023.07.01,20:56,NEW DEAL,YL,YL3ZEUVQAEIFDLA5JSTVPAEA4FGJIH,,30,,,,,SET-3
SAT,2023.07.01,20:59,NEW DEAL,YL,YLDT4EBWWBDJDMVD5EJWLINCPZUQJA,,30,,,,,SET-3
SAT,2023.07.01,21:04,NEW DEAL,YL,YLDT4EBWWBDJDMVD5EJWLINCPZUQJA,&,30,,,,,SET-3
SAT,2023.07.01,21:04,NEW DEAL,YL,YL3ZEUVQAEIFDLA5JSTVPAEA4FGJIH,&,30,,,,,SET-3
SAT,2023.07.01,21:04,NEW DEAL,YL,YLSJVUAPPGCQQBTHT66ANXLLYERP3Q,,30,,,,,SET-3
SAT,2023.07.01,21:30,NEW DEAL,YL,YLDT4EBWWBDJDMVD5EJWLINCPZUQJA,&,30,,,,,SET-3
SAT,2023.07.01,21:30,NEW DEAL,YL,YL3ZEUVQAEIFDLA5JSTVPAEA4FGJIH,&,30,,,,,SET-3
SAT,2023.07.01,21:30,NEW DEAL,YL,YLSJVUAPPGCQQBTHT66ANXLLYERP3Q,,30,,,,,SET-3
SAT,2023.07.01,22:00,NEW DEAL,YL,YLDT4EBWWBDJDMVD5EJWLINCPZUQJA,&,30,,,,,SET-3
SAT,2023.07.01,22:00,NEW DEAL,YL,YL3ZEUVQAEIFDLA5JSTVPAEA4FGJIH,&,30,,,,,SET-3
SAT,2023.07.01,22:00,NEW DEAL,YL,YLSJVUAPPGCQQBTHT66ANXLLYERP3Q,,30,,,,,SET-3
SUN,2023.07.02,22:42,NEWMAN,YL,YLBWGFN34IZWDKAOIEDFMOXQHBC32D,,30,,,,,SET-3
MON,2023.07.03,02:32,COCKFIGHT,YL,YLC2M32ZKDJ3EVT7RMGSPAQTJOGZRB,,30,,,,,SET-3
MON,2023.07.03,02:40,NAMEPLATE,YL,YLC2M32ZKDJ3EVT7RMGSPAQTJOGZRB,,30,,,,,SET-3
MON,2023.07.03,03:10,NAMEPLATE,YL,YLC2M32ZKDJ3EVT7RMGSPAQTJOGZRB,,30,,,,,SET-3
MON,2023.07.03,03:40,NAMEPLATE,YL,YLC2M32ZKDJ3EVT7RMGSPAQTJOGZRB,,30,,,,,SET-3
MON,2023.07.03,09:15,COCKFIGHT,YL,YL5UVYX5EAE6DX34CHMFPKIBHVAUDG,,30,,,,,SET-3
MON,2023.07.03,21:33,COCKFIGHT,YL,YLMC3STIIOY2ZLJZBBOUECX33WPUOZ,,30,,,,,SET-3
MON,2023.07.03,22:00,COCKFIGHT,YL,YLMC3STIIOY2ZLJZBB,\,18,,,,,SET-3
TUE,2023.07.04,18:33,REAR DOOR,YL,YLXEJHEAYHPEWFF46O4XPCQOV4SN2L,,30,,,,,SET-3
TUE,2023.07.04,22:12,REAR DOOR,T5,T55KUAIFM3PV6BFHB2ITVNS6MHOGKK,>,30,FOR KELSY 19,AE041B (FOR),,,SET-3
TUE,2023.07.04,22:43,REAR DOOR,YL,YLTZ2WAXBACDPQLJV3VDKDEUYDVQRI,,30,,,,,SET-3
WED,2023.07.05,02:42,ACTIVATED,YL,YLCNSVE3HBDB3ZE6KNIXC4MGN2SXJF,,30,,,,,SET-3
WED,2023.07.05,16:20,ACTIVATED,T5,T5VDOEGB642LF33G45QCOPMNM2LRRW,>,30,FOR FLUNE 25,? (FOR),,,SET-3
WED,2023.07.05,16:50,ACTIVATED,YL,YL4SEGSLV2JWECAQDIRI5LNZKEAJBG,,30,,,,,SET-3
WED,2023.07.05,17:00,ACTIVATED,YL,YL4SEGSLV2JWECAQDIRI5LNZKEAJBG,,30,,,,,SET-3
WED,2023.07.05,17:06,ACTIVATED,T5,T5NIQJ3U37MEPSFBR2T4Z4Q5HELUUL,,30,,,,,SET-3
WED,2023.07.05,22:42,ACTIVATED,YL,YLRJLPSDTOHGISBLFQQC7XZIUA4PTI,,30,,,,,SET-3
WED,2023.07.05,23:10,CLAY BIRD,YL,YLRJLPSDTOHGISBLFQQC7XZIUA4PTI,,30,,,,,SET-3
WED,2023.07.05,23:40,CLAY BIRD,YL,YLRJLPSDTOHGISBLFQQC7XZIUA4PTI,,30,,,,,SET-3
THU,2023.07.06,00:10,HANDBALL,YL,YLRJLPSDTOHGISBLFQQC7XZIUA4PTI,,30,,,,,SET-3
THU,2023.07.06,00:40,HANDBALL,YL,YLRJLPSDTOHGISBLFQQC7XZIUA4PTI,,30,,,,,SET-3
THU,2023.07.06,01:50,MOONBEAM,YL,YLG6AWQFZOHMBCZOWURU6YHDQPKZR7,,30,,,,,SET-3
THU,2023.07.06,07:30,MOONBEAM,T5,T5KOT43PNM76CVDFMTLUVKHKFLWXMQ,,30,,,,,SET-3
THU,2023.07.06,08:12,MOONBEAM,T5,T57F4EJDTHC6N7NKDOU4V6OWJYJGZIU6WT,+,34,[34 CHAR],,,,SET-3
THU,2023.07.06,13:48,MOONBEAM,YL,YLB7PUEXSSCA5VW6KRCAMPLAB6RTCZ,,30,,,,,SET-3
THU,2023.07.06,13:59,MOONBEAM,YL,YLB7PUEXSSCA5VW6KRCAMPLAB6RTCZ,,30,,,,,SET-3
THU,2023.07.06,14:29,MOONBEAM,YL,YLB7PUEXSSCA5VW6KRCAMPLAB6RTCZ,,30,,,,,SET-3
THU,2023.07.06,15:06,MOONBEAM,YL,YLB7PUEXSSCA5VW6KRCAMPLAB6RTCZ,,30,,,,,SET-3
THU,2023.07.06,15:56,MOONBEAM,YT,YTKVFIC2XVDUEL265VD2K5TNGFNOQW,,30,,,,,SET-3
THU,2023.07.06,15:59,MOONBEAM,YT,YTKVFIC2XVDUEL265VD2K5TNGFNOQW,&,30,,,,,SET-3
THU,2023.07.06,15:59,MOONBEAM,YL,YLB7PUEXSSCA5VW6KR,\,18,,,,,SET-3
THU,2023.07.06,17:02,MOONBEAM,T5,T5NOIGQNKTGAF63Z42OBJZOBNB2HWHTZGI5UAIGI5LAE,+,44,[44 CHAR],,,,SET-3
THU,2023.07.06,17:11,MOONBEAM,T5,T5PORAS5RV2CM5RK6IMIVZVTCEHMR5,,30,,,,,SET-3
THU,2023.07.06,17:32,MOONBEAM,YT,YTODID3FGIHWCZ6Y3BBPJIDFITAPRN,,30,,,,,SET-3
THU,2023.07.06,17:36,MOONBEAM,YT,YTV5F2HCSOQCJZEZXSWV5Z2LPFQ5RT,,30,,,,,SET-3
THU,2023.07.06,17:56,MOONBEAM,YT,YTJSXCPDSD7ZFECXNSPC6N3SAIXN2C,,30,,,,,SET-3
THU,2023.07.06,22:13,MOONBEAM,T5,T57ROBU4MLB3TDOSM3NPWG6ARCF23Z,>,30,FOR MART 31,AE041B (FOR),,,SET-3
THU,2023.07.06,22:42,MOONBEAM,YT,YT5YJXJDBWAFS4JJXNMTBSEPTKRZ6Q,,30,,,,,SET-3
FRI,2023.07.07,05:16,LIGHTBUOY,YT,YTGAWPACY6RPS254L7UVO37O6PJ42T,,30,,,,,SET-3
FRI,2023.07.07,17:02,LIGHTBUOY,YT,YTNFARFMFSPH4KCXPP5PY73SHNYIC3,,30,,,,,SET-3
FRI,2023.07.07,21:22,LIGHTBUOY,YT,YTLMUGZY45U4EXZF7ETFZQCCHBO6FY,,30,,,,,SET-3
SAT,2023.07.08,01:52,LION HUNT,YT,YT2T74,\,6,DISREGARDED,,,,SET-3
SAT,2023.07.08,01:53,LION HUNT,YT,YT2T74YNVUB3OHVEBCXTK4M4AEGFU2,,30,,,,,SET-3
SAT,2023.07.08,18:39,LION HUNT,6K,6KY5KZO4ARAUJTQK2J277RADSNJ6H6KINWS3SBNS4FFFFQKDIK5ZKKGAPYP2JVVIIIIPZAEQINQBNL7F7FD3RFFFFVXHQYTZAZTUH6HRHJ6DDDDIGUTE4EPX36Y4YNKYYYYYYC73CIGIJIYF3B3IWU3BBBB32PND64WV,+,164,[164 CHAR],,,,SET-3
SAT,2023.07.08,19:00,LION HUNT,6K,6KY5KZO4ARAUJTQK2J277RADSNJ6H6KINWS3SBNS4FFFFQKDIK5ZKKGAPYP2JVVIIIIPZAEQINQBNL7F7FD3RFFFFVXHQYTZAZTUH6HRHJ6DDDDIGUTE4EPX36Y4YNKYYYYYYC73CIGIJIYF3B3IWU3BBBB32PND64WV,+,164,[164 CHAR],,,,SET-3
SAT,2023.07.08,19:30,LION HUNT,6K,6KY5KZO4ARAUJTQK2J277RADSNJ6H6KINWS3SBNS4FFFFQKDIK5ZKKGAPYP2JVVIIIIPZAEQINQBNL7F7FD3RFFFFVXHQYTZAZTUH6HRHJ6DDDDIGUTE4EPX36Y4YNKYYYYYYC73CIGIJIYF3B3IWU3BBBB32PND64WV,+,164,[164 CHAR],,,,SET-3
SAT,2023.07.08,20:00,LION HUNT,6K,6KY5KZO4ARAUJTQK2J277RADSNJ6H6KINWS3SBNS4FFFFQKDIK5ZKKGAPYP2JVVIIIIPZAEQINQBNL7F7FD3RFFFFVXHQYTZAZTUH6HRHJ6DDDDIGUTE4EPX36Y4YNKYYYYYYC73CIGIJIYF3B3IWU3BBBB32PND64WV,+,164,[164 CHAR],,,,SET-3
SAT,2023.07.08,20:30,LION HUNT,6K,6KY5KZO4ARAUJTQK2J277RADSNJ6H6KINWS3SBNS4FFFFQKDIK5ZKKGAPYP2JVVIIIIPZAEQINQBNL7F7FD3RFFFFVXHQYTZAZTUH6HRHJ6DDDDIGUTE4EPX36Y4YNKYYYYYYC73CIGIJIYF3B3IWU3BBBB32PND64WV,+,164,[164 CHAR],,,,SET-3
SAT,2023.07.08,22:26,LION HUNT,YT,YTQ6EKKBGHOW5XMXGG5PSFPC5KUCOY,,30,,,,,SET-3
SAT,2023.07.08,22:40,LAST MAN,YT,YTQ6EKKBGHOW5XMXGG5PSFPC5KUCOY,,30,,,,,SET-3
SAT,2023.07.08,23:10,LAST MAN,YT,YTQ6EKKBGHOW5XMXGG5PSFPC5KUCOY,,30,,,,,SET-3
SAT,2023.07.08,23:40,LAST MAN,YT,YTQ6EKKBGHOW5XMXGG5PSFPC5KUCOY,,30,,,,,SET-3
SUN,2023.07.09,00:10,VALHALLA,YT,YTQ6EKKBGHOW5XMXGG5PSFPC5KUCOY,,30,,,,,SET-3
SUN,2023.07.09,02:22,BROADBEAM,YT,YTHB3I6S5O7JNHSLFRMSBDYX3LX46A,,30,,,,,SET-3
SUN,2023.07.09,02:50,REPLENISH,YT,YTHB3I6S5O7JNHSLFRMSBDYX3LX46A,,30,,,,,SET-3
SUN,2023.07.09,03:20,REPLENISH,YT,YTHB3I6S5O7JNHSLFRMSBDYX3LX46A,,30,,,,,SET-3
SUN,2023.07.09,17:54,BROADBEAM,YT,YTLURBO4WCMFYKQD3NLQZ3K3YC7KD5,,30,,,,,SET-3
SUN,2023.07.09,19:12,BROADBEAM,YT,YTTUVD2QQWAJNNDF7GKDE2PBHX4B2E,,30,,,,,SET-3
SUN,2023.07.09,19:24,BROADBEAM,YT,YTTUVD2QQWAJNNDF7GKDE2PBHX4B2E,\,30,DISREGARDED,,,,SET-3
SUN,2023.07.09,19:27,BROADBEAM,YT,YTL6ETYKEXPWJPDE2OL25W2FNG7ST6,,30,,,,,SET-3
SUN,2023.07.09,19:31,BROADBEAM,YT,YTL6ETYKEXPWJPDE2OL25W2FNG7ST6,&,30,,,,,SET-3
SUN,2023.07.09,19:31,BROADBEAM,YT,YTTUVD2QQWAJNNDF7GKDE2PBHX4B2E,,30,,,,,SET-3
SUN,2023.07.09,19:51,BROADBEAM,YT,YTQVWYYHS5FCBBKJPXWBVBRZMUYLK3,,30,,,,,SET-3
SUN,2023.07.09,19:55,BROADBEAM,YT,YTWQ3GNYTXX3KU7SONKN7VN3UHMZSO,,30,,,,,SET-3
SUN,2023.07.09,19:58,BROADBEAM,YT,YTFEC4SNEEWZ6CJ7Z2Q7FFXCMY2QUD,,30,,,,,SET-3
SUN,2023.07.09,20:01,BROADBEAM,YT,YTFEC4SNEEWZ6CJ7Z2Q7FFXCMY2QUD,&,30,,,,,SET-3
SUN,2023.07.09,20:01,BROADBEAM,YT,YTWQ3GNYTXX3KU7SONKN7VN3UHMZSO,&,30,,,,,SET-3
SUN,2023.07.09,20:01,BROADBEAM,YT,YTQVWYYHS5FCBBKJPXWBVBRZMUYLK3,,30,,,,,SET-3
SUN,2023.07.09,20:15,BROADBEAM,YT,YTFNPNTY6QXF2HQZP7VD5KCMQAJL5U,,30,,,,,SET-3
SUN,2023.07.09,20:18,BROADBEAM,YT,YTWE7FY4S7MNIJDKGP6A23EYFZESXR,,30,,,,,SET-3
SUN,2023.07.09,20:30,BROADBEAM,YT,YTWE7FY4S7MNIJDKGP6A23EYFZESXR,&,30,,,,,SET-3
SUN,2023.07.09,20:30,BROADBEAM,YT,YTFNPNTY6QXF2HQZP7VD5KCMQAJL5U,&,30,,,,,SET-3
SUN,2023.07.09,20:30,BROADBEAM,YT,YTFEC4SNEEWZ6CJ7Z2Q7FFXCMY2QUD,,30,,,,,SET-3
SUN,2023.07.09,21:30,BROADBEAM,T5,T5S7BLPZMHM3WVY4LPKGX6LAVKAON3,>,30,FOR TAMPA 49,? (FOR),,,SET-3
SUN,2023.07.09,22:00,BROADBEAM,YT,YTTVW7BF5HV6EUB22OQCLOQEWUEACG,,30,,,,,SET-3
MON,2023.07.10,01:54,FINNEGAN,YT,YTOSDQKNZ5AHKJZJLJZJEU3HUV6SEX,,30,,,,,SET-3
MON,2023.07.10,02:10,HEADGEAR,YT,YTOSDQKNZ5AHKJZJLJZJEU3HUV6SEX,,30,,,,,SET-3
MON,2023.07.10,02:40,HEADGEAR,YT,YTOSDQKNZ5AHKJZJLJZJEU3HUV6SEX,,30,,,,,SET-3
MON,2023.07.10,13:39,FINNEGAN,T5,T5ZI3XYS2S35YUC2PD3GVZ4DTZ7BIF,,30,,,,,SET-3
MON,2023.07.10,14:32,FINNEGAN,T5,T55OIJW44FAYQZW3DPQGOFKKDH456GWYCIQQ5A,+,38,[38 CHAR],,,,SET-3
MON,2023.07.10,14:58,FINNEGAN,T5,T5YRCCVOIQJCNAIYMMK6IUBFAS22VS,,30,,,,,SET-3
MON,2023.07.10,15:27,FINNEGAN,YT,YTC36ZWSQG4QKTNAF4KMG67FYOU4QA,,30,,,,,SET-3
MON,2023.07.10,16:33,FINNEGAN,T5,T5NHZGSAPXCBAO7JI55QOWZ7ZP4TII,>,30,FOR LINE 55,? (FOR),,,SET-3
MON,2023.07.10,18:22,FINNEGAN,YT,YT4FXTPERGSJNT37VKZNGBO45LWKFV,,30,,,,,SET-3
TUE,2023.07.11,15:44,AGREEABLE,YT,YTBJSHQMXBBXAHUBNRJTPXPMF5SVAA,,30,,,,,SET-3
TUE,2023.07.11,15:47,AGREEABLE,YT,YT43BS42L4TWGGJCXF6ZGKGCRANFO3,,30,,,,,SET-3
TUE,2023.07.11,15:52,AGREEABLE,T5,T5I3NNKDK6TOSN5INUNYMGNOM45O5C,,30,,,,,SET-3
TUE,2023.07.11,15:59,AGREEABLE,YT,YT43BS,\,6,DISREGARDED,,,,SET-3
TUE,2023.07.11,16:00,AGREEABLE,YT,YT43BS42L4TWGGJCXF6ZGKGCRANFO3,&,30,,,,,SET-3
TUE,2023.07.11,16:00,AGREEABLE,YT,YTBJSHQMXBBXAHUBNRJTPXPMF5SVAA,,30,,,,,SET-3
TUE,2023.07.11,16:26,AGREEABLE,YT,YT7U4FB2P3V57JUX5PRVHHJCA6B3CQ,,30,,,,,SET-3
TUE,2023.07.11,16:29,AGREEABLE,YT,YT7U4FB2P3V57JUX5PRVHHJCA6B3CQ,&,30,,,,,SET-3
TUE,2023.07.11,16:29,AGREEABLE,YT,YT43BS42L4TWGGJCXF6ZGKGCRANFO3,&,30,,,,,SET-3
TUE,2023.07.11,16:29,AGREEABLE,YT,YTBJSHQMXBBXAHUBNRJTPXPMF5SVAA,,30,,,,,SET-3
TUE,2023.07.11,18:02,AGREEABLE,T5,T55PQHQ2PUMR..................,*,30,,,Signal died mid-message.,,SET-3
TUE,2023.07.11,18:04,AGREEABLE,T5,T55PQHQ2PUMRXW74OOR......LLC..,*,30,,,Signal faded during transmission.,,SET-3
TUE,2023.07.11,18:18,AGREEABLE,T5,T5MGHCDVEHY,\,11,DISREGARDED,,,,SET-3
TUE,2023.07.11,18:20,AGREEABLE,T5,T5MGHCDVEHY2XAFHJCNKG5JF,+,24,{24 CHAR},,,,SET-3
TUE,2023.07.11,19:42,AGREEABLE,T5,T5DQTAFARZYPSULWPYFNUUZF,+,24,{24 CHAR},,,,SET-3
TUE,2023.07.11,22:22,AGREEABLE,YT,YTEUFQAW5FBDLCBANUHATV23YTOW37,,30,,,,,SET-3
TUE,2023.07.11,22:28,AGREEABLE,YT,YTEUFQAW5FBDLCBANUHATV23YTOW37,,30,,,,,SET-3
WED,2023.07.12,06:47,BOBOLINK,YT,YTGSLPTPL7JR2NTWCGQS4U6ENJV3GK,,30,,,,,SET-3
WED,2023.07.12,08:24,BOBOLINK,T5,T5PQCTADAYVELAW5LBZA5WBYUZDW4646NU,+,34,[34 CHAR],,,,SET-3
WED,2023.07.12,08:45,BOBOLINK,T5,T5O7UBAMJAY4JZEVWMUQ66S4C23EKM,,30,,,,,SET-3
WED,2023.07.12,16:02,BOBOLINK,F6,F6LKYNWBXXOXSAU3E2SDRUWJVFBKYO,>,30,FOR TIMEX,,,,SET-3
WED,2023.07.12,16:07,BOBOLINK,YT,YTBYLC4O5OJOZCZDKEITGWSXDFLCHK,,30,,,,,SET-3
WED,2023.07.12,16:33,BOBOLINK,F6,F6RXOCLZSUVVI5RV3V7GPNJCPQHZDM,>,30,FOR TIMEX,,,,SET-3
WED,2023.07.12,16:37,BOBOLINK,YT,YTBYLC4O5OJOZCZDKEITGWSXDFLCHK,,30,,,,,SET-3
WED,2023.07.12,17:35,BOBOLINK,F6,F6CFZV36MEMFFQH4XH6JHF2BIQLU6C22P5,+,34,[34 CHAR],,,,SET-3
WED,2023.07.12,21:31,BOBOLINK,YT,YTYACKF4BHQPWFZURB3YN2ZEPP5DKZ,,30,,,,,SET-3
WED,2023.07.12,21:35,BOBOLINK,YT,YT67BIRTZRS34QQQK3ND2ZDUJV7Q3C,,30,,,,,SET-3
WED,2023.07.12,21:38,BOBOLINK,YT,YTYACKF4BHQPWFZURB3YN2ZEPP5DKZ,,30,,,,,SET-3
WED,2023.07.12,22:00,BOBOLINK,YT,YT67BIRTZRS34QQQK3ND2ZDUJV7Q3C,*,30,,,Signal died mid-message (after first read).,,SET-3
WED,2023.07.12,22:02,BOBOLINK,YT,YTYACKF4BHQPWFZURB3YN2ZEPP5DKZ,*,30,,,Signal died during message several times.,,SET-3
WED,2023.07.12,22:30,BOBOLINK,YT,YT67BIRTZRS34QQQK3ND2ZDUJV7Q3C,,30,,,,,SET-3
WED,2023.07.12,22:34,BOBOLINK,6K,6KAZWKQ3A5QTSUDIY4XEOFBOLUT6VYJYYK7CCH7P47777RDXTRDLRD2H3IN7LISYYYYIADMYV7ABVSGNI43N4VVVVMXGFMJWLWGJ23OH2HFHHHH3ZR3PJF6IERXVNPLX27777XMWYJIPIC,+,142,[142 CHAR],,,,SET-3
WED,2023.07.12,22:43,BOBOLINK,YT,YTYACKF4BHQPWFZURB3YN2ZEPP5DKZ,,30,,,,,SET-3
THU,2023.07.13,02:19,FAKE OUT,YT,YTYACKF4BHQPWFZURB3YN2ZEPP5DKZ,,30,,,,,SET-3
THU,2023.07.13,02:22,FAKE OUT,YT,YT67BIRTZRS34QQQK3ND2ZDUJV7Q3C,,30,,,,,SET-3
THU,2023.07.13,02:31,FAKE OUT,6K,6KAZWKQ3A5QTSUDIY4XEOFBOLUT6VYJYYK7CCH7P47777RDXTRDLRD2H3IN7LISYYYYIADMYV7ABVSGNI43N4VVVVMXGFMJWLWGJ23OH2HFHHHH3ZR3PJF6IERXVNPLX27777XMWYJIPIC,+,142,[142 CHAR],,,,SET-3
THU,2023.07.13,04:19,FAKE OUT,YT,YTAXDMOR7XQ74DVNGU3WFCXWIKYGAL,,30,,,,,SET-3
THU,2023.07.13,04:21,FAKE OUT,YT,YTXJK24FUJWPESSMXKRZLQKZ2XNTZU,,30,,,,,SET-3
THU,2023.07.13,04:30,FAKE OUT,YT,YTXJK24FUJWPESSMXKRZLQKZ2XNTZU,&,30,,,,,SET-3
THU,2023.07.13,04:30,FAKE OUT,YT,YTAXDMOR7XQ74DVNGU3WFCXWIKYGAL,,30,,,,,SET-3
THU,2023.07.13,04:40,FAKE OUT,YT,YTTKL5A2UGFDH324CIZRO27PSAG23T,,30,,,,,SET-3
THU,2023.07.13,04:49,FAKE OUT,YT,YTNSYJKGJQ3YVJD7OYTP4KH7XAY4HV,,30,,,,,SET-3
THU,2023.07.13,04:54,FAKE OUT,YT,YTWIVRX24NVIHC457EVCK7WKH5FZUB,,30,,,,,SET-3
THU,2023.07.13,04:59,FAKE OUT,YT,YTWIVRX24NVIHC457EVCK7WKH5FZUB,&,30,,,,,SET-3
THU,2023.07.13,04:59,FAKE OUT,YT,YTNSYJKGJQ3YVJD7OYTP4KH7XAY4HV,&,30,,,,,SET-3
THU,2023.07.13,04:59,FAKE OUT,YT,YTTKL5A2UGFDH324CIZRO27PSAG23T,,30,,,,,SET-3
THU,2023.07.13,05:29,FAKE OUT,YT,YTWIVRX24NVIHC457EVCK7WKH5FZUB,&,30,,,,,SET-3
THU,2023.07.13,05:29,FAKE OUT,YT,YTNSYJKGJQ3YVJD7OYTP4KH7XAY4HV,&,30,,,,,SET-3
THU,2023.07.13,05:29,FAKE OUT,YT,YTTKL5A2UGFDH324CIZRO27PSAG23T,,30,,,,,SET-3
THU,2023.07.13,06:00,FAKE OUT,YT,YTWIVRX24NVIHC457EVCK7WKH5FZUB,&,30,,,,,SET-3
THU,2023.07.13,06:00,FAKE OUT,YT,YTNSYJKGJQ3YVJD7OYTP4KH7XAY4HV,&,30,,,,,SET-3
THU,2023.07.13,06:00,FAKE OUT,YT,YTTKL5A2UGFDH324CIZRO27PSAG23T,,30,,,,,SET-3
THU,2023.07.13,08:20,FAKE OUT,F6,F62FEEL4U3E47WQF7BFRJY72UQP4Q7DIIF,+,34,[34 CHAR],,,,SET-3
THU,2023.07.13,15:59,FAKE OUT,F6,F6O6RBPL6A7C6X7FDODXUJJTX6Q66PQ4RG2P43ISBFG4SJ5QAVB,+,51,[51 CHAR],,,,SET-3
THU,2023.07.13,16:18,FAKE OUT,F6,F6JJV5ZCOHJIXISYS5MQ4KPQVVG3FZ,,30,,,,,SET-3
THU,2023.07.13,16:29,FAKE OUT,YT,YTIHPMBVD7WXGJQNVXG7HFRJHEXUND,,30,,,,,SET-3
THU,2023.07.13,18:02,FAKE OUT,YT,YTM2WWQ5BBJDHUGXEOD5LBVHM7TJF4,,30,,,,,SET-3
THU,2023.07.13,19:37,FAKE OUT,F6,F6H3LJU3VAL7X5TNS2IDBJCUPSEVKE,>,30,FOR ANTEP 73,? (FOR),,,SET-3
THU,2023.07.13,20:07,FAKE OUT,YT,YTH2BOW3HDCET4MPXYGOZDN2YQJ25C,,30,,,,,SET-3
FRI,2023.07.14,01:54,POSTCARD,YT,YTAS5KHKTGEYL2L4B4KSREXEGMWB6Q,,30,,,,,SET-3
FRI,2023.07.14,04:53,POSTCARD,YT,YTEGRTFPZCY77PQ6363IRS6RGF7KBA,,30,,,,,SET-3
FRI,2023.07.14,05:00,POSTCARD,YT,YTEGRTFPZCY77PQ6363IRS6RGF7KBA,,30,,,,,SET-3
FRI,2023.07.14,05:25,POSTCARD,YT,YT3XVMWLFOZM5H2K3RRCAQ6X7NUELT,,30,,,,,SET-3
FRI,2023.07.14,05:28,POSTCARD,YT,YTS7JSRVMJIALJWZTYI3EENNSHTRYW,,30,,,,,SET-3
FRI,2023.07.14,05:32,POSTCARD,YT,YTJC6ZOFHK4RSZ4P4JV4L3UZDSCAZN,,30,,,,,SET-3
FRI,2023.07.14,05:35,POSTCARD,YT,YTJC6ZOFHK4RSZ4P4JV4L3UZDSCAZN,&,30,,,,,SET-3
FRI,2023.07.14,05:35,POSTCARD,YT,YTS7JS,\,6,,,,,SET-3
FRI,2023.07.14,05:39,POSTCARD,YT,YTJC6ZOFHK4RSZ4P4JV4L3UZDSCAZN,&,30,,,,,SET-3
FRI,2023.07.14,05:39,POSTCARD,YT,YTS7JSRVMJIALJWZTYI3EENNSHTRYW,&,30,,,,,SET-3
FRI,2023.07.14,05:39,POSTCARD,YT,YT3XVMWLFOZM5H2K3RRCAQ6X7NUELT,,30,,,,,SET-3
FRI,2023.07.14,06:01,POSTCARD,YT,YTJC6ZOFHK4RSZ4P4JV4L3UZDSCAZN,&,30,,,,,SET-3
FRI,2023.07.14,06:01,POSTCARD,YT,YTS7JSRVMJIALJWZTYI3EENNSHTRYW,&,30,,,,,SET-3
FRI,2023.07.14,06:01,POSTCARD,YT,YT3XVMWLFOZM5H2K3RRCAQ6X7NUELT,,30,,,,,SET-3
FRI,2023.07.14,15:43,POSTCARD,F6,F6CPOUHVSJXN6SBCVZMYWJOJTXOSXA,,30,,,,,SET-3
FRI,2023.07.14,16:18,POSTCARD,YT,YT2YF4J36VWZOWYQ6YZNEWNLSR75OD,,30,,,,,SET-3
FRI,2023.07.14,16:20,POSTCARD,YT,YTX27SYND3H3QGA5HDROA4DE2EVUXO,,30,,,,,SET-3
FRI,2023.07.14,16:42,POSTCARD,F6,F6SOUIPFNFIJ6KNVJL2NSA6DQF7EYI,,30,,,,,SET-3
FRI,2023.07.14,21:03,POSTCARD,F6,F6QVH7HDFYTU5JILCW3DULPIHCKVF7,>,30,FOR REFLECTIVE,,,,SET-3
FRI,2023.07.14,21:22,POSTCARD,F6,F627GIQC6FGBB7PUFOZUYDQY7MZES4,>,30,FOR REFLECTIVE,,,,SET-3
FRI,2023.07.14,22:12,POSTCARD,F6,F65NAHIR77NYAFHRJU77AGLMMGGTRH,>,30,FOR TWIRL 79,? (FOR),,,SET-3
FRI,2023.07.14,22:42,POSTCARD,YT,YTSFTP5FSKFGUNJUCT7HCUI75DVLEX,,30,,,,,SET-3
SAT,2023.07.15,05:02,BACKFIELD,YT,YT27CCPLKGGXXZJGX26R7BOAUBMKXV,,30,,,,,SET-3
SAT,2023.07.15,14:32,BACKFIELD,F6,F6EEECZNRT5QW75TQUBUE5FAILPIQL,>,30,FOR BATTLETOP,,,,SET-3
SAT,2023.07.15,14:52,BACKFIELD,F6,F6ZZJIC2RAZ7WI67CX43YMXQU6JF5I,>,30,FOR BATTLETOP,,,,SET-3
SAT,2023.07.15,17:02,BACKFIELD,YT,YTRWVVYQHNPNHR4O6UUHTSIRBU43TP,,30,,,,,SET-3
SAT,2023.07.15,17:18,BACKFIELD,F6,F6V3FGRQIOT6M2KFVHJQB6IKLYXLIW,>,30,FOR BATTLETOP,,,,SET-3
SAT,2023.07.15,17:42,BACKFIELD,F6,F6MTQ6GYAJ22RLUY6L4BDTTNPZUFLG,>,30,FOR BATTLETOP,,,,SET-3
