DAY,DATE,UTC,CALLSIGN,PR,MESSAGE,Q,LN,SPECIFICATION,E6,NOTES,SOURCE,SET
SAT,2023.11.04,14:52,WILY FOX,CQ,CQWMZV76D7D4YGJSXGTLNH6L7BKJ4U,>,30,"FOR GOLF FORCE, ROMEO FORCE, SIERRA FORCE, VICTOR FORCE",,,,SET-3
SAT,2023.11.04,15:06,WILY FOX,CQ,CQ3QQLOL7RDDFV3TB3TZHBJAYHXGBJ,>,30,FOR ABSCESS,,,,SET-3
SAT,2023.11.04,15:16,WILY FOX,CZ,CZ35QBKND6R7LCDBK2O3WFCMS5EWLQ,,30,,,,,SET-3
SAT,2023.11.04,17:27,WILY FOX,CQ,CQYYGZQ6IVS4FW4QBHLV2YILDDAMYN,>,30,FOR HOLY,,,,SET-3
SAT,2023.11.04,17:47,WILY FOX,CQ,CQRE23BPYQ5WC4IQO3ESZ5XOB6EYGM,>,30,FOR ALPHA FORCE,,,,SET-3
SAT,2023.11.04,18:30,WILY FOX,CQ,CQN53W6HGAVC7WFUJMDBFNTNY54C2G,>,30,"FOR HOLLY [""HOLY""?]",,,,SET-3
SAT,2023.11.04,19:38,WILY FOX,CQ,CQEV7DNEVFM3BXCBA53RTR3SCU3LRR,>,30,FOR ABSCESS,,,,SET-3
SAT,2023.11.04,19:57,WILY FOX,CQ,CQWEQRJQWCEWJVMWJRNCVCZBTISWYG,>,30,"FOR SIERRA FORCE, TANGO FORCE, UNIFORM FORCE, VICTOR FORCE",,,,SET-3
SAT,2023.11.04,20:12,WILY FOX,CQ,CQ5ZXNTUZVWXUDMJLGPCGZJZDREXXE,>,30,"FOR SIERRA FORCE, TANGO FORCE, UNIFORM FORCE, VICTOR FORCE",,,,SET-3
SAT,2023.11.04,20:26,WILY FOX,CQ,CQ5RH527UQMOLLBLA5RTI72JV7X7Q5,>,30,FOR HOLY,,,,SET-3
SAT,2023.11.04,20:40,WILY FOX,CQ,CQJXEKFJFJ3V5QVTAMAUKU74CVDEBV,>,30,FOR HOLY,,,,SET-3
SAT,2023.11.04,21:47,WILY FOX,CQ,CQIFZEAZVYCMW52TMN3AAM7AUIBCTE,>,30,FOR HOLY,,,,SET-3
SAT,2023.11.04,21:57,WILY FOX,CQ,CQL2SVUA42QWZNBOTCSE4TNYKP33RX,>,30,"FOR FOXTROT FORCE, GOLF FORCE, ROMEO FORCE",,,,SET-3
SAT,2023.11.04,22:14,WILY FOX,_,_,\,1,DISREGARDED (FOR FOXTROT),,,,SET-3
SAT,2023.11.04,22:15,WILY FOX,CQ,CQXPX3FSZCEZGA7YVG7AD5RUQRBAFR,>,30,"FOR FOXTROT FORCE, GOLF FORCE, ROMEO FORCE",,,,SET-3
SAT,2023.11.04,22:32,WILY FOX,CZ,CZOLTH42GNOIT3UFV4U6VCJBPDI3LV,,30,,,"Ridiculous operator is back (last here October 25, involved in an erroneous message on that day)",,SET-3
SUN,2023.11.05,01:52,QUART JAR,CZ,CZPWXJWTFN6GFPZ5QMCGZONWCH5DYB,,30,,,,,SET-3
SUN,2023.11.05,02:00,QUART JAR,CZ,CZPWXJWTFN6GFPZ5QMCGZONWCH5DYB,,30,,,,,SET-3
SUN,2023.11.05,03:52,QUART JAR,CQ,CQRT3SMQ7W7SFOKEAN557UGO7CLDGJ,>,30,FOR FOXTROT FORCE,,,,SET-3
SUN,2023.11.05,03:58,QUART JAR,CQ,CQRT3SMQ7W7SFOKEAN557UGO7CLDGJ,>,30,FOR FOXTROT FORCE,,,,SET-3
SUN,2023.11.05,04:12,QUART JAR,CQ,CQXGDPITTYCNQ5L2M57GMU2JIN2BCN,>,30,FOR FOXTROT FORCE,,,,SET-3
SUN,2023.11.05,04:20,QUART JAR,CQ,CQXGDPITTYCNQ5L2M57GMU2JIN2BCN,>,30,FOR FOXTROT FORCE,,On 4724 kHz and 8992 kHz but not 11175 kHz.,,SET-3
SUN,2023.11.05,06:32,QUART JAR,CQ,CQEHKEBE5QTX4IO7ZCKOZUUX4ZEGYB,>,30,FOR FOXTROT FORCE,,,,SET-3
SUN,2023.11.05,06:36,QUART JAR,CQ,CQEHKEBE5QTX4IO7ZCKOZUUX4ZEGYB,>,30,FOR FOXTROT FORCE,,,,SET-3
SUN,2023.11.05,06:52,QUART JAR,CQ,CQOI4FYMTQYB4TZAWVWI7FTI4B6VVC,>,30,FOR FOXTROT FORCE,,,,SET-3
SUN,2023.11.05,16:04,QUART JAR,CQ,CQTYXBSUIHMBDNGH5JYGMPUCMJLTVG,>,30,FOR MUSTANG SALLY,,,,SET-3
SUN,2023.11.05,17:17,QUART JAR,_,_,\,1,"DISREGARDED (FOR ROMEO, SIERRA, TANGO, UNIFORM, VICTOR)",,Didn't specify 'FORCE',,SET-3
SUN,2023.11.05,17:18,QUART JAR,CQ,CQZHAJRQW2NTP6ZN6X4S7TXZASANPL,>,30,"FOR ROMEO FORCE, SIERRA FORCE, TANGO FORCE, UNIFORM FORCE, VICTOR FORCE",,,,SET-3
SUN,2023.11.05,17:32,QUART JAR,CZ,CZM5Y4PRHFZ4WWL2O6A46CCZJKDU7B,,30,,,,,SET-3
SUN,2023.11.05,17:46,QUART JAR,CQ,CQ6CZDDHGOUGYEFJ6AEODPJYQQSFHR,>,30,FOR MUSTANG SALLY,,,,SET-3
SUN,2023.11.05,17:56,QUART JAR,CQ,CQ2SCIA7JK5N3Z4N7ZYGH2KGTQYVKP,>,30,"FOR FOXTROT FORCE, GOLF FORCE",,,,SET-3
SUN,2023.11.05,18:46,QUART JAR,CQ,CQQTZ3FINEBFIAXM3G6TSRLEOFH3I6,>,30,FOR MUSTANG SALLY,,,,SET-3
SUN,2023.11.05,19:32,QUART JAR,CQ,CQYGDOGZSQASCAWA3JFSMU2RNTF5GD,\,30,"DISREGARDED (FOR FOXTROT FORCE, GOLF FORCE)",,Ridiculous operator is back (made a mistake during second read),,SET-3
SUN,2023.11.05,19:36,QUART JAR,CQ,CQYGDOGZSQASCAWA3JFSMU2RNTF5GD,>,30,"FOR FOXTROT FORCE, GOLF FORCE",,,,SET-3
SUN,2023.11.05,19:42,QUART JAR,CQ,CQJOFVY6RJCAQODH67FI7GRTJDGWOP,,30,,,,,SET-3
SUN,2023.11.05,20:36,QUART JAR,CZ,CZBI44ZURTDNPTFZPOHXED3GH4YBZE,,30,,,,,SET-3
MON,2023.11.06,11:12,INVENTOR,CQ,CQH7KFLGBMOM574DFZLKIO5Q5UULXC,>,30,FOR AVID READER,,,,SET-3
MON,2023.11.06,11:22,INVENTOR,CQ,CQQCF55SMGOIVJZPWOSNKPFXGH2ZDI,>,30,FOR AVID READER,,,,SET-3
MON,2023.11.06,11:32,INVENTOR,CQ,CQCMCAO3YNF6ID6YVHITOLFLTUARNY,>,30,FOR AVID READER,,,,SET-3
MON,2023.11.06,15:02,INVENTOR,CQ,CQNOEUMIX54J6ZJ6S6UBZTMPJPMKIL,>,30,FOR DEFY 31,AE0413 (FOR),"Pronounced it weird; ""DEFFY""",,SET-3
MON,2023.11.06,15:05,INVENTOR,CQ,CQNOEUMIX54J6ZJ6S6UBZTMPJPMKIL,>,30,FOR DEFY 31,AE0413 (FOR),"Pronounced it weird; ""DEFFY""",,SET-3
MON,2023.11.06,15:32,INVENTOR,CZ,CZCHR6UJ2TU7DUZPENXWLJ72Q3LAC4,,30,,,,,SET-3
MON,2023.11.06,16:46,INVENTOR,CQ,CQ24CZK37CFFKSYSAFCYEWSXZ7MKUC,>,30,FOR REGION ALPHA,,,,SET-3
MON,2023.11.06,19:06,INVENTOR,CZ,CZLRHSXU3AXUKVUNSL4Q5BD75ZPVRQ,,30,,,,,SET-3
MON,2023.11.06,22:24,INVENTOR,CQ,CQYKH7,\,6,DISREGARD (FOR CHORE 31),AE040D (FOR),,,SET-3
MON,2023.11.06,22:25,INVENTOR,CQ,CQYKH7BAIOIZ7NKN5CTP734IJFCTP2,>,30,FOR CHORE 31,AE040D (FOR),,,SET-3
MON,2023.11.06,22:50,INVENTOR,CZ,CZWUS3WW7CEFFPP6JQC2BXCBERJSD4,,30,,,,,SET-3
MON,2023.11.06,23:48,INVENTOR,CQ,CQETG6PRXP7SP4ASW54NRQ54XRCFTUA6MKF5HDT,+,39,[39 CHAR],,,,SET-3
TUE,2023.11.07,02:49,BACKFIELD,QZ,QZA6IWPZKE7NXFYJ443Y5T3HWK3STV,,30,,,,,SET-3
TUE,2023.11.07,11:03,BACKFIELD,CQ,CQ4XFN2HSHGAGN7TA6EQO2G4K3ZFHR,>,30,FOR CHAINLOCK,,,,SET-3
TUE,2023.11.07,11:13,BACKFIELD,CQ,CQSTHEV66SW2WSB3QJ46IAKLA62P4D,>,30,FOR CHAINLOCK,,,,SET-3
TUE,2023.11.07,11:22,BACKFIELD,_,_,\,1,DISREGARDED,,No idea why.,,SET-3
TUE,2023.11.07,11:23,BACKFIELD,CQ,CQPTUKZC3RQGEDHJEH53VAE45XKVMM,>,30,FOR CHAINLOCK,,,,SET-3
TUE,2023.11.07,11:33,BACKFIELD,CQ,CQ,\,2,,,,,SET-3
TUE,2023.11.07,11:34,BACKFIELD,CQ,CQZ3LVAZ7NVZGPAMYBXVS7CGIZDYBJ,>,30,FOR CHAINLOCK,,,,SET-3
TUE,2023.11.07,16:45,BACKFIELD,CQ,CQWFMBLJJBHDIKRP7XSWYOQPMM6MBX,,30,,,,,SET-3
TUE,2023.11.07,17:03,BACKFIELD,CQ,CQNSQ2FS4JMW74QWUKVX2VKVXKTQN64G4TLO,\,36,DISREGARDED (55 CHAR),,,,SET-3
TUE,2023.11.07,17:06,BACKFIELD,CQ,CQNSQ2FS4JMW74QWUKVX2VKVXKTQN64G4TLO3NVNOKRG4TJOVIIP4HV,+,55,[55 CHAR],,,,SET-3
TUE,2023.11.07,17:23,BACKFIELD,CQ,CQYP4ULBGA3N3JF3RMENNJ26LWVGYD,,30,,,,,SET-3
TUE,2023.11.07,17:43,BACKFIELD,CZ,CZXCATHTSOEZRN2UX7NSKYUSTL2ZX7,,30,,,,,SET-3
TUE,2023.11.07,17:46,BACKFIELD,CZ,CZFXTFKI2BDTNEWL5IDXFKJYJY6XMR,,30,,,,,SET-3
TUE,2023.11.07,17:59,BACKFIELD,CZ,CZFXTFKI2BDTNEWL5IDXFKJYJY6XMR,&,30,,,,,SET-3
TUE,2023.11.07,17:59,BACKFIELD,CZ,CZXCATHTSOEZRN2UX7NSKYUSTL2ZX7,&,30,,,,,SET-3
TUE,2023.11.07,17:59,BACKFIELD,CQ,CQNSQ2FS4JMW74QWUKVX2VKVXKTQN64G4TLO3NVNOKRG4TJOVIIP4HV,+,55,[55 CHAR],,,,SET-3
TUE,2023.11.07,21:02,BACKFIELD,CZ,CZGTQQKH5QWNKPGATIAKGL3WJDHI2Y,,30,,,,,SET-3
TUE,2023.11.07,23:48,BACKFIELD,MN,MNWR4OEIQTOY4T74KANAQCZ4P4WPUAZEVBVJ3ZFFFFCFE3LLLP,+,50,[50 CHAR],,,,SET-3
TUE,2023.11.07,23:53,BACKFIELD,MN,MNSRNQBS2WY6XN3KD6TFXZGXOSCLKNTYKGDI2X4ODLLL2GI64AIHTXIAELYCQOE333YKTKRYMGHIMP2JVHDY2333Q7C2WROBC4OQDXWZUEDTTTX67BS4BGHDBQZOVKS3ZXXXRAPDXHRCIWRIZ3BKDFZTTTSDKIMKMGGB,+,164,[164 CHAR],,,,SET-3
WED,2023.11.08,00:08,MILL POND,MN,MNSRNQBS2WY6XN3KD6TFXZGXOSCLKNTYKGDI2X4ODLLL2GI64AIHTXIAELYCQOE333YKTKRYMGHIMP2JVHDY2333Q7C2WROBC4OQDXWZUEDTTTX67BS4BGHDBQZOVKS3ZXXXRAPDXHRCIWRIZ3BKDFZTTTSDKIMKMGGB,+,164,[164 CHAR],,,,SET-3
WED,2023.11.08,00:30,MILL POND,MN,MNSRNQBS2WY6XN3KD6TFXZGXOSCLKNTYKGDI2X4ODLLL2GI64AIHTXIAELYCQOE333YKTKRYMGHIMP2JVHDY2333Q7C2WROBC4OQDXWZUEDTTTX67BS4BGHDBQZOVKS3ZXXXRAPDXHRCIWRIZ3BKDFZTTTSDKIMKMGGB,+,164,[164 CHAR],,(MORE TO FOLLOW),,SET-3
WED,2023.11.08,00:30,MILL POND,MN,MNWR4OEIQTOY4T74KANAQCZ4P4WPUAZEVBVJ3ZFFFFCFE3LLLP,+,50,[50 CHAR],,,,SET-3
WED,2023.11.08,00:44,MILL POND,CQ,CQCR7S3KKER6IXTWEF56IT7SKEG5MA536V3OL7YVKZL2,+,44,[44 CHAR],,,,SET-3
WED,2023.11.08,01:01,MILL POND,MN,MNSRNQBS2WY6XN3KD6TFXZGXOSCLKNTYKGDI2X4ODLLL2GI64AIHTXIAELYCQOE333YKTKRYMGHIMP2JVHDY2333Q7C2WROBC4OQDXWZUEDTTTX67BS4BGHDBQZOVKS3ZXXXRAPDXHRCIWRIZ3BKDFZTTTSDKIMKMGGB,+,164,[164 CHAR],,(MORE TO FOLLOW),,SET-3
WED,2023.11.08,01:01,MILL POND,MN,MNWR4OEIQTOY4T74KANAQCZ4P4WPUAZEVBVJ3ZFFFFCFE3LLLP,+,50,[50 CHAR],,,,SET-3
WED,2023.11.08,01:28,MILL POND,CZ,CZKZ2LLGGULYPEXU2K6IN5RXO6CNHW,,30,,,,,SET-3
WED,2023.11.08,01:31,MILL POND,MN,MNSRNQBS2WY6XN3KD6TFXZGXOSCLKNTYKGDI2X4ODLLL2GI64AIHTXIAELYCQOE333YKTKRYMGHIMP2JVHDY2333Q7C2WROBC,\,97,DISREGARDED (164 CHAR),,,,SET-3
WED,2023.11.08,01:35,MILL POND,CZ,CZ34EDOEFJDZYSBD22UBJKSZANBHGL,,30,,,,,SET-3
WED,2023.11.08,01:39,MILL POND,MN,MNSRNQBS2WY6XN3KD6TFXZGXOSCLKNTYKGDI2X4ODLLL2GI64AIHTXIAELYCQOE333YKTKRYMGHIMP2JVHDY2333Q7C2WROBC4OQDXWZUEDTTTX67BS4BGHDBQZOVKS3ZXXXRAPDXHRCIWRIZ3BKDFZTTTSDKIMKMGGB,+,164,[164 CHAR],,(MORE TO FOLLOW),,SET-3
WED,2023.11.08,01:39,MILL POND,MN,MNWR4OEIQTOY4T74KANAQCZ4P4WPUAZEVBVJ3ZFFFFCFE3LLLP,+,50,[50 CHAR],,,,SET-3
WED,2023.11.08,03:40,MILL POND,??,??????????????????????????????,,30,,,"From 03:40 to 03:50, characters could be heard. Does not appear to have been a signal rx issue but a signal tx issue; this may have been quite a long message. Signed off with MILL POND at 03:51.",,SET-3
WED,2023.11.08,06:38,MILL POND,CZ,CZCBJYHSNYP473XDSIRTFRMQMD6VGA,,30,,,,,SET-3
WED,2023.11.08,07:00,MILL POND,CZ,CZCBJYHSNYP473XDSIRTFRMQMD6VGA,,30,,,,,SET-3
WED,2023.11.08,07:08,MILL POND,CZ,CZYOZTULQZVVIDGE73VQWXM6TMNQRF,,30,,,,,SET-3
WED,2023.11.08,07:11,MILL POND,CZ,CZHCEJU4NDYC42UKHTKGFBGTVXAPRQ,,30,,,,,SET-3
WED,2023.11.08,07:19,MILL POND,CZ,CZMZE6M3ERRDUVWAT74EJ3W4RBIN4D,,30,,,,,SET-3
WED,2023.11.08,07:23,MILL POND,CZ,CZMZE6M3ERRDUVWAT74EJ3W4RBIN4D,,30,,,,,SET-3
WED,2023.11.08,07:30,MILL POND,CZ,CZMZE6M3ERRDUVWAT74EJ3W4RBIN4D,&,30,,,,,SET-3
WED,2023.11.08,07:30,MILL POND,CZ,CZHCEJU4NDYC42UKHTKGFBGTVXAPRQ,&,30,,,,,SET-3
WED,2023.11.08,07:30,MILL POND,CZ,CZYOZTULQZVVIDGE73VQWXM6TMNQRF,,30,,,,,SET-3
WED,2023.11.08,11:03,MILL POND,CQ,CQNR6IWOZEHQCG3KIOHQANOVN6YIQW,\,30,DISREGARDED (FOR CHAINLOCK),,,,SET-3
WED,2023.11.08,11:07,MILL POND,CQ,CQNR6IWOZEHQCG3KIOHQANOVN6YIQW,>,30,FOR CHAINLOCK,,,,SET-3
WED,2023.11.08,11:12,MILL POND,CQ,CQ3BJGTGMPN4BTVYMAOSWDMJ2JC6F4,>,30,FOR CHAINLOCK,,,,SET-3
WED,2023.11.08,11:22,MILL POND,CQ,CQ6SETJMMC3TDAESIZBKQNGCWTWYSN,>,30,FOR CHAINLOCK,,,,SET-3
WED,2023.11.08,15:55,MILL POND,CQ,CQQEHPDE6QKK7I5RUDTLZCDTLPT7Z3KRFNNG5OV7W3QRKOZNA3H,+,51,[51 CHAR],,,,SET-3
WED,2023.11.08,22:21,MILL POND,CQ,CQQL3TM5J3XOCDFIW7PMFGB4PHDEDQ,>,30,FOR COMMA 43,AE040D (FOR),,,SET-3
WED,2023.11.08,22:25,MILL POND,CZ,CZVCZODZYBAF3LWCFFMDIB4NJYFTHB,,30,,,,,SET-3
WED,2023.11.08,22:31,MILL POND,CZ,CZNVRY4DKP7W7G5XPOCLHBAZS6G5FC,,30,,,,,SET-3
WED,2023.11.08,22:35,MILL POND,CZ,CZUID6KV2JZNRGPGEAC4NBHPO2QFPJ,,30,,,,,SET-3
WED,2023.11.08,22:37,MILL POND,CZ,CZNVRY4DKP7W7G5XPOCLHBAZS6G5FC,&,30,,,,,SET-3
WED,2023.11.08,22:37,MILL POND,CZ,CZUID6KV2JZNRGPGEAC4NBHPO2QFPJ,&,30,,,,,SET-3
WED,2023.11.08,22:37,MILL POND,CZ,CZVCZODZYBAF3LWCFFMDIB4NJYFTHB,,30,,,,,SET-3
WED,2023.11.08,22:51,MILL POND,CZ,CZNPEQ6GPVQMSIY2KRNFOEYLLUH4NP,,30,,,,,SET-3
WED,2023.11.08,22:56,MILL POND,CQ,CQQL3TM5J3XOCDFIW7PMFGB4PHDEDQ,>,30,FOR COMMA 43,AE040D (FOR),,,SET-3
WED,2023.11.08,23:00,MILL POND,CZ,CZNVRY4DKP7W7G5XPOCLHBAZS6G5FC,&,30,,,,,SET-3
WED,2023.11.08,23:00,MILL POND,CZ,CZUID6KV2JZNRGPGEAC4NBHPO2QFPJ,&,30,,,,,SET-3
WED,2023.11.08,23:00,MILL POND,CZ,CZVCZODZYBAF3LWCFFMDIB4NJYFTHB,,30,,,,,SET-3
WED,2023.11.08,23:31,MILL POND,CZ,CZNVRY4DKP7W7G5XPOCLHBAZS6G5FC,&,30,,,,,SET-3
WED,2023.11.08,23:31,MILL POND,CZ,CZUID6KV2JZNRGPGEAC4NBHPO2QFPJ,&,30,,,,,SET-3
WED,2023.11.08,23:31,MILL POND,CZ,CZVCZODZYBAF3LWCFFMDIB4NJYFTHB,,30,,,,,SET-3
THU,2023.11.09,00:00,MILL POND,CZ,CZNVRY,\,6,,,Used previous day's callsign.,,SET-3
THU,2023.11.09,00:01,BASEBALL,CZ,CZNVRY4DKP7W7G5XPOCLHBAZS6G5FC,&,30,,,,,SET-3
THU,2023.11.09,00:01,BASEBALL,CZ,CZUID6KV2JZNRGPGEAC4NBHPO2QFPJ,&,30,,,,,SET-3
THU,2023.11.09,00:01,BASEBALL,CZ,CZVCZODZYBAF3LWCFFMDIB4NJYFTHB,,30,,,,,SET-3
THU,2023.11.09,00:30,BASEBALL,CZ,CZNVRY4DKP7W7G5XPOCLHBAZS6G5FC,&,30,,,,,SET-3
THU,2023.11.09,00:30,BASEBALL,CZ,CZUID6KV2JZNRGPGEAC4NBHPO2QFPJ,&,30,,,,,SET-3
THU,2023.11.09,00:30,BASEBALL,CZ,CZVCZODZYBAF3LWCFFMDIB4NJYFTHB,,30,,,,,SET-3
THU,2023.11.09,01:00,BASEBALL,CZ,CZNVRY4DKP7W7G5XPOCLHBAZS6G5FC,&,30,,,,,SET-3
THU,2023.11.09,01:00,BASEBALL,CZ,CZUID6KV2JZNRGPGEAC4NBHPO2QFPJ,&,30,,,,,SET-3
THU,2023.11.09,01:00,BASEBALL,CZ,CZVCZODZYBAF3LWCFFMDIB4NJYFTHB,,30,,,,,SET-3
THU,2023.11.09,02:54,BASEBALL,CZ,CZCKIOQJTDWXX6KYLDKWHKPWZJYQGL,,30,,,,,SET-3
THU,2023.11.09,06:23,BASEBALL,CZ,CZ4V7Z2UCAKZ62R7L3V6GDB6XNSQU3,,30,,,,,SET-3
THU,2023.11.09,06:30,BASEBALL,CZ,CZ4V7Z2UCAKZ62R7L3V6GDB6XNSQU3,,30,,,,,SET-3
THU,2023.11.09,07:54,BASEBALL,CQ,CQY2IPFX4EVNYRRJOOI2Z7XTPJ26JE,,30,,,,,SET-3
THU,2023.11.09,08:13,BASEBALL,CQ,CQ3SMGAJZZARZ2YKZHO2L6HOULSSTN2DQNUDBHK,+,39,[39 CHAR],,,,SET-3
THU,2023.11.09,08:24,BASEBALL,CQ,CQAPCSQQMLJOF7RVRPOWP2IBC44IAP,,30,,,,,SET-3
THU,2023.11.09,16:30,BASEBALL,CQ,CQ6WZXGE2YWBKAXSLZ72HVXSQHCEDGF4QTJSFAB4MUFD3BMUF43D,+,52,[52 CHAR],,,,SET-3
THU,2023.11.09,16:45,BASEBALL,CQ,CQDJ4Q53TVLSFXEQD3VNXIEPPI6IHE,,30,,,,,SET-3
THU,2023.11.09,17:07,BASEBALL,CZ,CZ3UK2KXGIQI753ZXIXCNUJOEOUFXK,,30,,,,,SET-3
THU,2023.11.09,17:15,BASEBALL,CZ,CZR7K4I6TJTVZWD6474DTNYCNFCDJS,,30,,,,,SET-3
THU,2023.11.09,19:06,BASEBALL,H4,H4L6OICHIHMHXCFMTKC4ICWZ3NCWZFNCWN4NCW3INTTJMD3,+,47,[47 CHAR],,,,SET-3
THU,2023.11.09,19:13,BASEBALL,H4,H4P4UUXKHYBWG7XVNKPRSILSL4NNXPLDWP3PZ,+,37,[37 CHAR],,,,SET-3
THU,2023.11.09,20:07,BASEBALL,CZ,CZ2ZIENFKIIRL446A2KRJ6DQSAUI6E,,30,,,,,SET-3
THU,2023.11.09,20:12,BASEBALL,CZ,CZ276GOHXISGJWV422FOZ4TF62UN4C,,30,,,,,SET-3
THU,2023.11.09,21:32,BASEBALL,CZ,CZ4C5DG3YHFFGALQPQRSU57PF6PA2W,,30,,,,,SET-3
FRI,2023.11.10,06:34,PRETENDER,MN,MNHSEIAQ6BUB7OBHV4BUKVCKT7NRPV22WQL62MV6JWWWWHZQU25OVHPLEQD2C2ZXXXX5IJW6TNWVLND4O4AXVLLLLQI6R2TH3EF2EQOQLYL3333JTE477D5VVTZXNLQNUQNUU3F7CVYVH2,+,142,[142 CHAR],,,,SET-3
FRI,2023.11.10,06:46,PRETENDER,CZ,CZHDUV57GECD2UQLNPMTJGOZ2X6CYK,,30,,,,,SET-3
FRI,2023.11.10,13:17,PRETENDER,CZ,CZ7EM7NCVWPRBGDRCJ4LTRPPP7ZXNF,,30,,,,,SET-3
FRI,2023.11.10,14:32,PRETENDER,CZ,CZIEHZVY7XVWRHF7TQHMXUHEEWWUTK,,30,,,,,SET-3
FRI,2023.11.10,15:03,PRETENDER,CZ,CZIEHZVY7XVWRHF7TQHMXUHEEWWUTK,,30,,,,,SET-3
FRI,2023.11.10,15:15,PRETENDER,CZ,CZI4NQXK2B5RFLNUEW753BUCISXUDC,\,30,,,,,SET-3
FRI,2023.11.10,15:18,PRETENDER,CZ,CZI4NQXK2B5RFLNUEW753BUCISXUDC,,30,,,,,SET-3
FRI,2023.11.10,15:30,PRETENDER,CZ,CZI4NQXK2B5RFLNUEW753BUCISXUDC,&,30,,,,,SET-3
FRI,2023.11.10,15:30,PRETENDER,CZ,CZIEHZVY7XVWRHF7TQHMXUHEEWWUTK,,30,,,,,SET-3
FRI,2023.11.10,15:39,PRETENDER,CZ,CZUTI6ZLWFNECB3Y4TMZ3EI7QRH72J,,30,,,,,SET-3
FRI,2023.11.10,15:42,PRETENDER,CZ,CZQRQOAXITMZT25MHWEU5HPSRPZAYB,,30,,,,,SET-3
FRI,2023.11.10,16:00,PRETENDER,CZ,CZQRQOAXITMZT25MHWEU5HPSRPZAYB,&,30,,,,,SET-3
FRI,2023.11.10,16:00,PRETENDER,CZ,CZUTI6ZLWFNECB3Y4TMZ3EI7QRH72J,,30,,,,,SET-3
FRI,2023.11.10,16:30,PRETENDER,CZ,CZQRQOAXITMZT25MHWEU5HPSRPZAYB,&,30,,,,,SET-3
FRI,2023.11.10,16:30,PRETENDER,CZ,CZUTI6ZLWFNECB3Y4TMZ3EI7QRH72J,,30,,,,,SET-3
FRI,2023.11.10,21:06,PRETENDER,CQ,CQ3ZPQO2UOBT6LJHFLP7SM6WZ5G4PR,>,30,FOR BLOT 55,AE041A (FOR),,,SET-3
FRI,2023.11.10,21:32,PRETENDER,CZ,CZ5CHNYAF4XIUEOLDYGNIRZBG5L2B4,,30,,,,,SET-3
SAT,2023.11.11,05:17,HIGH TIDE,CZ,CZGAN3WES5XG3E6LY7437RW4TIVRBY,,30,,,,,SET-3
SAT,2023.11.11,05:32,HIGH TIDE,WR,WREXGAEPTWSRB7BUACT___________,*,30,,,Signal cut out during transmission.,,SET-3
SAT,2023.11.11,05:57,HIGH TIDE,WR,WRPLPWJZQDUXKD3XTD3ORUQ7SMW4IF,,30,,,,,SET-3
SAT,2023.11.11,06:00,HIGH TIDE,WR,WRPLPWJZQDUXKD3XTD3ORUQ7SMW4IF,&,30,,,,,SET-3
SAT,2023.11.11,06:00,HIGH TIDE,WR,WR7UNX7CL373H3KHYR3ZDREEWU2DTQ,&,30,,,,,SET-3
SAT,2023.11.11,06:00,HIGH TIDE,WR,WREXGAEPTWSRB7BUACTPVBBC6DFQSN,,30,,,,,SET-3
SAT,2023.11.11,06:30,HIGH TIDE,WR,WRPLPWJZQDUXKD3XTD3ORUQ7SMW4IF,&,30,,,,,SET-3
SAT,2023.11.11,06:30,HIGH TIDE,WR,WR7UNX7CL373H3KHYR3ZDREEWU2DTQ,&,30,,,,,SET-3
SAT,2023.11.11,06:30,HIGH TIDE,WR,WREXGAEPTWSRB7BUACTPVBBC6DFQSN,,30,,,,,SET-3
SAT,2023.11.11,07:00,HIGH TIDE,WR,WRPLPWJZQDUXKD3XTD3ORUQ7SMW4IF,&,30,,,,,SET-3
SAT,2023.11.11,07:00,HIGH TIDE,WR,WR7UNX7CL373H3KHYR3ZDREEWU2DTQ,&,30,,,,,SET-3
SAT,2023.11.11,07:00,HIGH TIDE,WR,WREXGAEPTWSRB7BUACTPVBBC6DFQSN,,30,,,,,SET-3
SAT,2023.11.11,22:02,HIGH TIDE,WR,WRYOEJT4SLEZIPBSX42LHTR4EVW2ZK,,30,,,,,SET-3
SUN,2023.11.12,07:30,DEATHBLOW,WR,WRVOCUWQUPHJKAHL4BTPRISQQC4VGU,,30,,,,,SET-3
SUN,2023.11.12,14:47,DEATHBLOW,WR,WR5RCP3F3KK2RJR6IITQ5AIWAHRVO5,,30,,,,,SET-3
SUN,2023.11.12,15:17,DEATHBLOW,WR,WRTZSQE6XRZ3GYH3SDL5GDPXJS3PGV,,30,,,,,SET-3
SUN,2023.11.12,15:20,DEATHBLOW,WR,WRDA6EL3S24HATM6CONQVPCYKEVJ47,,30,,,,,SET-3
SUN,2023.11.12,15:22,DEATHBLOW,WR,WRX32I3I6Y47X7JNNAJM4CVMHUXW2L,,30,,,,,SET-3
SUN,2023.11.12,15:25,DEATHBLOW,WR,WR5XPJ345EPYKAICPEH6TGXIRDEIU2,,30,,,,,SET-3
SUN,2023.11.12,15:32,DEATHBLOW,WR,WR5XPJ345EPYKAICPEH6TGXIRDEIU2,&,30,,,,,SET-3
SUN,2023.11.12,15:32,DEATHBLOW,WR,WRX32I3I6Y47X7JNNAJM4CVMHUXW2L,&,30,,,,,SET-3
